,OCC_CODE,O_GROUP,OCC_TITLE,TOT_EMP,Mean Annual Salary,Median Annual Salary,Entry level education,Work Experience,Training on Job,16 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 years and over,Median age,Women,White,Black or African American,Asian,Hispanic or Latino,Employement change in 10 years
601,41-9000,minor,other sales and related workers,628640,54890,37560,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,0.1
602,41-9010,broad,"models, demonstrators, and product promoters",72340,37630,32490,No formal educational credential,None,None,10.714285714285714,21.428571428571427,17.857142857142858,7.142857142857143,7.142857142857143,10.714285714285714,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
603,41-9011,detailed,demonstrators and product promoters,69990,37080,32500,No formal educational credential,None,Short-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,7.3
604,41-9012,detailed,models,2350,54050,31910,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,11.4
605,41-9020,broad,real estate brokers and sales agents,213350,66890,51220,No formal educational credential,None,None,0.09643201542912247,2.700096432015429,14.368370298939247,20.73288331726133,22.757955641272904,23.529411764705884,15.814850530376084,50.2,57.5,84.9,7.9,5.0,14.5,4.2
606,41-9021,detailed,real estate brokers,44610,81630,60370,High school diploma or equivalent,Less than 5 years,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,4.5
607,41-9022,detailed,real estate sales agents,168740,62990,49040,High school diploma or equivalent,None,Moderate-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,4.1
608,41-9031,detailed,sales engineers,63780,117270,108830,Bachelor's degree,None,Moderate-term on-the-job training,0.0,5.714285714285714,28.571428571428573,28.571428571428573,22.857142857142858,11.428571428571429,5.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,7.9
609,41-9041,detailed,telemarketers,117610,30930,27920,No formal educational credential,None,Short-term on-the-job training,2.0833333333333335,25.0,29.166666666666668,10.416666666666666,12.5,14.583333333333334,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-18.3
610,41-9090,broad,miscellaneous sales and related workers,161550,39590,30510,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,-4.5
611,41-9091,detailed,"door-to-door sales workers, news and street vendors, and related workers",8360,36740,29730,No formal educational credential,None,Short-term on-the-job training,2.6315789473684212,7.894736842105263,15.789473684210526,23.68421052631579,16.666666666666668,18.42105263157895,14.912280701754385,45.3,62.4,81.9,13.3,1.5,22.4,-24.1
612,41-9099,detailed,"sales and related workers, all other",153180,39750,30550,High school diploma or equivalent,None,None,4.73186119873817,13.564668769716087,22.397476340694006,17.981072555205046,17.981072555205046,14.195583596214512,8.832807570977918,40.3,52.2,79.6,12.6,4.4,13.8,1.7
613,43-1000,minor,supervisors of office and administrative support workers,1427260,62010,58450,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,-1.5
614,43-1011,detailed,first-line supervisors of office and administrative support workers,1427260,62010,58450,High school diploma or equivalent,Less than 5 years,None,0.0,2.985074626865672,19.9528672427337,23.40926944226237,24.587588373919875,21.838177533385704,7.069913589945012,46.5,69.2,80.6,12.8,3.9,13.6,-1.5
615,43-2000,minor,communications equipment operators,66960,35050,32060,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,-20.6
616,43-2011,detailed,"switchboard operators, including answering service",59270,33980,31430,High school diploma or equivalent,None,Short-term on-the-job training,0.0,8.333333333333334,8.333333333333334,25.0,33.333333333333336,25.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-22.7
617,43-2021,detailed,telephone operators,4630,39340,37710,High school diploma or equivalent,None,Short-term on-the-job training,0.0,4.3478260869565215,26.08695652173913,21.73913043478261,13.043478260869565,30.434782608695652,8.695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,-25.4
618,43-2099,detailed,"communications equipment operators, all other",3070,49260,46680,High school diploma or equivalent,None,Short-term on-the-job training,0.0,25.0,25.0,25.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8
619,43-3000,minor,financial clerks,2770580,41920,39550,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,-4.9
620,43-3011,detailed,bill and account collectors,222030,40630,38100,High school diploma or equivalent,None,Moderate-term on-the-job training,3.061224489795918,11.224489795918368,23.46938775510204,19.387755102040817,20.408163265306122,17.346938775510203,5.1020408163265305,41.0,66.0,72.1,23.9,2.1,15.8,-9.2
621,43-3021,detailed,billing and posting clerks,445160,41610,39590,High school diploma or equivalent,None,Moderate-term on-the-job training,0.9216589861751152,5.299539170506913,23.04147465437788,22.119815668202765,24.65437788018433,18.202764976958527,5.529953917050691,44.1,89.1,74.7,15.5,4.8,15.3,2.9
622,43-3031,detailed,"bookkeeping, accounting, and auditing clerks",1443940,44100,42410,"Some college, no degree",None,Moderate-term on-the-job training,0.5089058524173028,4.325699745547074,14.58863443596268,17.472434266327397,24.512298558100085,25.869380831212894,12.72264631043257,50.4,87.3,86.5,7.7,4.0,14.2,-3.0
623,43-3041,detailed,gambling cage workers,10560,29700,28650,High school diploma or equivalent,None,Short-term on-the-job training,0.0,0.0,15.384615384615385,7.6923076923076925,15.384615384615385,38.46153846153846,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,19.5
624,43-3051,detailed,payroll and timekeeping clerks,133870,48290,47020,High school diploma or equivalent,None,Moderate-term on-the-job training,0.0,2.73972602739726,21.91780821917808,22.602739726027398,17.80821917808219,24.65753424657534,9.58904109589041,46.8,86.9,81.6,10.2,3.4,12.4,-12.9
625,43-3061,detailed,procurement clerks,61000,45400,44740,High school diploma or equivalent,None,Moderate-term on-the-job training,0.0,2.9411764705882355,20.58823529411765,29.41176470588235,23.529411764705884,23.529411764705884,2.9411764705882355,0.0,0.0,0.0,0.0,0.0,0.0,-5.1
626,43-3071,detailed,tellers,423570,32960,32620,High school diploma or equivalent,None,Short-term on-the-job training,3.942652329749104,21.14695340501792,30.82437275985663,16.487455197132615,11.11111111111111,12.186379928315413,4.659498207885305,31.9,80.4,82.5,12.2,3.7,17.7,-16.9
627,43-3099,detailed,"financial clerks, all other",30470,46310,44160,High school diploma or equivalent,None,Short-term on-the-job training,2.912621359223301,13.592233009708737,23.300970873786408,22.33009708737864,18.446601941747574,15.533980582524272,4.854368932038835,39.7,66.1,80.8,8.2,7.3,13.1,7.5
628,43-4000,minor,information and record clerks,5480860,37900,35300,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,0.2
629,43-4011,detailed,brokerage clerks,44720,58460,55270,High school diploma or equivalent,None,Moderate-term on-the-job training,0.0,0.0,50.0,0.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
630,43-4021,detailed,correspondence clerks,6150,40070,38400,High school diploma or equivalent,None,Short-term on-the-job training,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9
631,43-4031,detailed,"court, municipal, and license clerks",156100,43490,40930,High school diploma or equivalent,None,Long-term on-the-job training,0.0,5.2631578947368425,23.68421052631579,15.789473684210526,22.36842105263158,23.68421052631579,9.210526315789474,48.9,85.1,69.5,23.1,2.7,12.1,5.8
632,43-4041,detailed,"credit authorizers, checkers, and clerks",24600,43580,41730,High school diploma or equivalent,None,Moderate-term on-the-job training,1.8181818181818181,3.6363636363636362,40.0,9.090909090909092,14.545454545454545,25.454545454545453,5.454545454545454,44.2,64.9,80.0,7.8,7.8,17.1,-4.8
633,43-4051,detailed,customer service representatives,2833250,38510,35830,High school diploma or equivalent,None,Short-term on-the-job training,8.111480865224626,15.515806988352745,27.911813643926788,17.762063227953412,13.26955074875208,13.103161397670549,4.284525790349417,34.8,63.8,73.1,17.7,4.9,19.6,-1.2
634,43-4061,detailed,"eligibility interviewers, government programs",138820,47990,47110,High school diploma or equivalent,None,Moderate-term on-the-job training,0.0,2.4390243902439024,25.609756097560975,28.048780487804876,17.073170731707318,24.390243902439025,2.4390243902439024,43.1,81.8,61.5,20.7,11.4,26.8,3.8
635,43-4071,detailed,file clerks,91560,36140,34090,High school diploma or equivalent,None,Short-term on-the-job training,5.590062111801243,16.149068322981368,20.496894409937887,14.906832298136646,14.906832298136646,21.73913043478261,5.590062111801243,40.8,77.6,83.0,8.8,5.6,16.0,-12.6
636,43-4081,detailed,"hotel, motel, and resort desk clerks",222550,26900,25490,High school diploma or equivalent,None,Short-term on-the-job training,5.4945054945054945,28.571428571428573,31.86813186813187,9.89010989010989,9.89010989010989,9.89010989010989,4.395604395604396,29.8,82.6,69.1,21.9,3.0,27.7,16.4
637,43-4111,detailed,"interviewers, except eligibility and loan",173800,37640,36170,High school diploma or equivalent,None,Short-term on-the-job training,0.9615384615384616,14.903846153846153,26.442307692307693,17.307692307692307,16.826923076923077,14.903846153846153,9.134615384615385,40.8,78.3,72.1,20.5,3.4,18.1,-6.5
638,43-4121,detailed,"library assistants, clerical",84560,30740,28730,High school diploma or equivalent,None,Short-term on-the-job training,6.153846153846154,16.923076923076923,13.846153846153847,6.153846153846154,24.615384615384617,18.46153846153846,13.846153846153847,50.2,86.0,82.8,10.3,5.7,9.0,-0.6
639,43-4131,detailed,loan interviewers and clerks,204100,42780,41370,High school diploma or equivalent,None,Short-term on-the-job training,0.6622516556291391,8.609271523178808,29.801324503311257,23.841059602649008,14.56953642384106,18.543046357615893,3.9735099337748343,40.1,76.1,71.8,19.4,6.1,18.0,-2.4
640,43-4141,detailed,new accounts clerks,45250,39870,37750,High school diploma or equivalent,None,Moderate-term on-the-job training,4.166666666666667,0.0,50.0,20.833333333333332,8.333333333333334,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.7
641,43-4151,detailed,order clerks,119640,37660,35590,"Some college, no degree",None,Short-term on-the-job training,4.424778761061947,8.849557522123893,30.97345132743363,22.123893805309734,14.15929203539823,13.274336283185841,6.1946902654867255,38.7,54.5,76.4,9.5,6.1,19.6,-18.2
642,43-4161,detailed,"human resources assistants, except payroll and timekeeping",108470,44170,43250,Associate's degree,None,None,0.0,2.272727272727273,25.0,22.727272727272727,27.272727272727273,15.909090909090908,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,-2.9
643,43-4171,detailed,receptionists and information clerks,968420,32410,31110,High school diploma or equivalent,None,Short-term on-the-job training,4.097646033129904,18.395815170008717,24.760244115082823,17.87271142109852,12.380122057541412,14.995640802092415,7.410636442894507,36.9,88.3,78.8,12.6,3.6,22.2,4.3
644,43-4181,detailed,reservation and transportation ticket agents and travel clerks,110020,45710,39430,High school diploma or equivalent,None,Short-term on-the-job training,0.0,8.333333333333334,35.18518518518518,14.814814814814815,24.074074074074073,14.814814814814815,2.7777777777777777,40.9,52.5,59.1,26.1,7.7,17.8,12.9
645,43-4199,detailed,"information and record clerks, all other",148870,43880,42820,High school diploma or equivalent,None,Short-term on-the-job training,0.8849557522123894,8.849557522123893,24.778761061946902,27.43362831858407,15.044247787610619,18.58407079646018,4.424778761061947,41.2,74.3,78.7,16.4,1.7,26.3,5.1
646,43-5000,minor,"material recording, scheduling, dispatching, and distributing workers",2149050,44930,41160,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,-1.7
647,43-5011,detailed,cargo and freight agents,96510,47170,43770,High school diploma or equivalent,None,Short-term on-the-job training,4.166666666666667,8.333333333333334,33.333333333333336,20.833333333333332,12.5,12.5,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,9.9
648,43-5021,detailed,couriers and messengers,70700,33010,30980,High school diploma or equivalent,None,Short-term on-the-job training,4.498269896193771,16.089965397923876,28.546712802768166,18.33910034602076,17.301038062283737,9.515570934256056,5.536332179930795,36.6,22.6,69.9,21.1,4.4,23.1,-8.2
649,43-5030,broad,dispatchers,281740,45170,41750,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,5.6
650,43-5031,detailed,public safety telecommunicators,93290,45800,43290,High school diploma or equivalent,None,Moderate-term on-the-job training,1.9230769230769231,8.653846153846153,29.807692307692307,22.115384615384617,23.076923076923077,10.576923076923077,3.8461538461538463,39.5,64.1,89.1,10.1,0.4,13.4,8.2
651,43-5032,detailed,"dispatchers, except police, fire, and ambulance",188450,44860,40980,High school diploma or equivalent,None,Moderate-term on-the-job training,1.951219512195122,7.317073170731708,19.024390243902438,29.75609756097561,16.585365853658537,21.951219512195124,2.926829268292683,43.2,50.8,75.2,16.3,2.5,19.0,4.3
652,43-5041,detailed,"meter readers, utilities",26490,46160,41940,High school diploma or equivalent,None,Short-term on-the-job training,0.0,0.0,16.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.6
653,43-5050,broad,postal service workers,525920,52500,51150,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,-8.6
654,43-5051,detailed,postal service clerks,86950,51200,50150,High school diploma or equivalent,None,Short-term on-the-job training,1.098901098901099,8.791208791208792,14.285714285714286,12.087912087912088,23.076923076923077,34.065934065934066,6.593406593406593,50.6,62.1,49.5,38.4,9.6,10.2,-7.8
655,43-5052,detailed,postal service mail carriers,333570,53180,51080,High school diploma or equivalent,None,Short-term on-the-job training,0.6410256410256411,4.487179487179487,17.628205128205128,24.358974358974358,26.28205128205128,23.397435897435898,3.5256410256410255,46.5,36.7,72.7,18.7,6.8,13.6,-7.8
656,43-5053,detailed,"postal service mail sorters, processors, and processing machine operators",105400,51440,53140,High school diploma or equivalent,None,Short-term on-the-job training,1.5151515151515151,3.0303030303030303,16.666666666666668,13.636363636363637,12.121212121212121,40.90909090909091,10.606060606060606,52.0,46.9,49.0,31.1,18.7,6.1,-12.2
657,43-5061,detailed,"production, planning, and expediting clerks",362090,52000,49640,High school diploma or equivalent,None,Moderate-term on-the-job training,0.4098360655737705,6.147540983606557,25.40983606557377,23.770491803278688,18.0327868852459,21.721311475409838,4.508196721311475,43.4,50.3,78.8,11.5,4.6,15.2,7.6
658,43-5071,detailed,"shipping, receiving, and inventory clerks",727640,37210,35260,High school diploma or equivalent,None,Short-term on-the-job training,4.020979020979021,10.664335664335665,23.426573426573427,18.181818181818183,21.678321678321677,16.60839160839161,5.419580419580419,41.8,33.6,72.6,19.1,4.0,26.8,-5.5
659,43-5111,detailed,"weighers, measurers, checkers, and samplers, recordkeeping",57960,38080,36650,High school diploma or equivalent,None,Short-term on-the-job training,0.0,12.068965517241379,20.689655172413794,22.413793103448278,22.413793103448278,22.413793103448278,1.7241379310344827,41.9,40.0,74.3,20.5,1.7,20.8,10.7
660,43-6000,minor,secretaries and administrative assistants,3111790,44800,40990,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,-6.7
661,43-6011,detailed,executive secretaries and executive administrative assistants,503390,65230,63110,High school diploma or equivalent,Less than 5 years,None,0.5102040816326531,3.061224489795918,14.285714285714286,17.346938775510203,30.612244897959183,21.428571428571427,12.755102040816327,50.4,92.5,83.0,12.8,3.3,9.8,-18.7
662,43-6012,detailed,legal secretaries and administrative assistants,160950,52750,48980,High school diploma or equivalent,None,Moderate-term on-the-job training,0.0,5.555555555555555,11.11111111111111,11.11111111111111,24.074074074074073,31.48148148148148,16.666666666666668,53.5,83.9,83.3,9.7,4.5,13.2,-21.0
663,43-6013,detailed,medical secretaries and administrative assistants,597100,39000,37350,High school diploma or equivalent,None,Moderate-term on-the-job training,0.0,5.555555555555555,26.38888888888889,13.88888888888889,20.833333333333332,22.22222222222222,9.722222222222221,43.8,93.3,81.2,8.2,7.6,18.5,10.6
664,43-6014,detailed,"secretaries and administrative assistants, except legal, medical, and executive",1850360,40420,38850,High school diploma or equivalent,None,Short-term on-the-job training,0.8653846153846154,5.336538461538462,17.932692307692307,18.60576923076923,21.971153846153847,26.298076923076923,8.990384615384615,48.7,92.9,83.8,10.3,3.2,13.8,-7.6
665,43-9000,minor,other office and administrative support workers,3541850,38290,35870,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,-2.8
666,43-9020,broad,data entry and information processing workers,194440,37350,35820,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,-25.5
667,43-9021,detailed,data entry keyers,151520,35850,34440,High school diploma or equivalent,None,Short-term on-the-job training,3.0701754385964914,10.526315789473685,24.56140350877193,22.36842105263158,14.473684210526315,17.105263157894736,7.456140350877193,40.8,74.4,72.2,17.6,5.1,15.8,-22.5
668,43-9022,detailed,word processors and typists,42920,42630,41050,High school diploma or equivalent,None,Short-term on-the-job training,0.0,6.818181818181818,15.909090909090908,13.636363636363637,20.454545454545453,29.545454545454547,15.909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,-36.0
669,43-9031,detailed,desktop publishers,7090,50600,47560,Associate's degree,None,Short-term on-the-job training,2.908767034475149,8.453461239724362,23.041478708569386,21.42983208724632,20.07655366419745,17.58764240942089,6.438677447667528,0.0,0.0,0.0,0.0,0.0,0.0,-12.3
670,43-9041,detailed,insurance claims and policy processing clerks,240740,45070,42050,High school diploma or equivalent,None,Moderate-term on-the-job training,0.423728813559322,8.898305084745763,23.728813559322035,23.305084745762713,16.52542372881356,20.76271186440678,5.932203389830509,43.5,79.2,74.8,17.5,5.7,17.3,1.4
671,43-9051,detailed,"mail clerks and mail machine operators, except postal service",79310,33700,31920,High school diploma or equivalent,None,Short-term on-the-job training,4.838709677419355,11.290322580645162,12.903225806451612,19.35483870967742,24.193548387096776,17.741935483870968,8.064516129032258,46.5,41.3,70.8,21.0,4.2,20.0,-4.2
672,43-9061,detailed,"office clerks, general",2788090,37770,35330,High school diploma or equivalent,None,Short-term on-the-job training,2.526487367563162,11.083944580277098,21.026894865525673,17.766911165444174,18.011409942950284,19.967400162999184,9.453952730236349,43.8,83.0,77.5,11.8,7.0,19.6,-2.1
673,43-9071,detailed,"office machine operators, except computer",40640,36580,34730,High school diploma or equivalent,None,Short-term on-the-job training,9.090909090909092,22.727272727272727,18.181818181818183,9.090909090909092,9.090909090909092,27.272727272727273,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,-13.5
674,43-9081,detailed,proofreaders and copy markers,6610,44670,41140,Bachelor's degree,None,None,0.0,0.0,0.0,25.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
675,43-9111,detailed,statistical assistants,9320,52120,50360,Bachelor's degree,None,None,0.0,6.153846153846154,40.0,26.153846153846153,16.923076923076923,9.23076923076923,1.5384615384615385,37.1,35.7,70.1,9.8,17.4,6.7,7.9
676,43-9199,detailed,"office and administrative support workers, all other",175600,39340,35890,High school diploma or equivalent,None,Short-term on-the-job training,0.9345794392523364,8.785046728971963,27.476635514018692,19.065420560747665,20.373831775700936,18.50467289719626,4.859813084112149,42.2,75.9,74.7,16.1,5.3,15.7,6.6
677,45-1000,minor,"supervisors of farming, fishing, and forestry workers",22640,54420,50080,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.7
678,45-1011,detailed,"first-line supervisors of farming, fishing, and forestry workers",22640,54420,50080,High school diploma or equivalent,Less than 5 years,None,0.0,1.8867924528301887,22.641509433962263,20.754716981132077,24.528301886792452,20.754716981132077,9.433962264150944,48.7,12.8,89.5,4.7,2.8,27.6,8.7
679,45-2000,minor,agricultural workers,409420,31180,29020,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,1.8
680,45-2011,detailed,agricultural inspectors,13450,48620,46700,Bachelor's degree,None,Moderate-term on-the-job training,0.0,7.142857142857143,21.428571428571427,21.428571428571427,21.428571428571427,35.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1
681,45-2021,detailed,animal breeders,920,43930,40770,High school diploma or equivalent,None,Short-term on-the-job training,0.0,0.0,0.0,25.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2
682,45-2041,detailed,"graders and sorters, agricultural products",28640,29620,28220,No formal educational credential,None,Short-term on-the-job training,0.0,5.555555555555555,33.333333333333336,13.88888888888889,19.444444444444443,22.22222222222222,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-1.4
683,45-2090,broad,miscellaneous agricultural workers,366410,30620,28890,No formal educational credential,None,None,9.112709832134293,12.350119904076738,19.06474820143885,21.46282973621103,15.827338129496402,14.508393285371703,7.6738609112709835,39.8,24.4,90.5,4.2,1.0,47.2,1.8
684,45-2091,detailed,agricultural equipment operators,29220,34070,32750,No formal educational credential,None,Moderate-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,12.9
685,45-2092,detailed,"farmworkers and laborers, crop, nursery, and greenhouse",293910,30140,28660,No formal educational credential,None,Short-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,5.3
686,45-2093,detailed,"farmworkers, farm, ranch, and aquacultural animals",36820,31060,29130,No formal educational credential,None,Short-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,-8.3
687,45-2099,detailed,"agricultural workers, all other",6460,34330,30140,No formal educational credential,None,Short-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,4.9
688,45-4000,minor,"forest, conservation, and logging workers",44120,42230,40200,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,3.5
689,45-4011,detailed,forest and conservation workers,6490,33520,30640,High school diploma or equivalent,None,Moderate-term on-the-job training,0.0,4.761904761904762,19.047619047619047,23.80952380952381,19.047619047619047,19.047619047619047,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,-8.0
690,45-4020,broad,logging workers,37630,43740,42350,No formal educational credential,None,None,2.127659574468085,12.76595744680851,23.404255319148938,19.148936170212767,17.02127659574468,19.148936170212767,6.382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,6.7
691,45-4021,detailed,fallers,4820,49520,43190,High school diploma or equivalent,None,Moderate-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,-1.3
692,45-4022,detailed,logging equipment operators,25560,43570,43210,High school diploma or equivalent,None,Moderate-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.1
693,45-4023,detailed,log graders and scalers,3390,38940,36900,High school diploma or equivalent,None,Moderate-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,7.7
694,45-4029,detailed,"logging workers, all other",3850,41830,41410,High school diploma or equivalent,None,Moderate-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,6.3
695,47-1000,minor,supervisors of construction and extraction workers,614080,72990,67840,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,6.2
696,47-1011,detailed,first-line supervisors of construction trades and extraction workers,614080,72990,67840,High school diploma or equivalent,5 years or more,None,0.13568521031207598,3.6635006784260518,19.26729986431479,25.91587516960651,28.493894165535956,17.096336499321573,5.291723202170964,44.9,3.5,89.9,5.8,1.1,25.4,6.2
697,47-2000,minor,construction trades workers,4430270,52580,47480,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,5.5
698,47-2011,detailed,boilermakers,14020,67430,65360,High school diploma or equivalent,None,Apprenticeship,0.0,10.526315789473685,15.789473684210526,36.8421052631579,31.57894736842105,5.2631578947368425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
